,id,name,intro to computer science,machine learning,web design,social psy,cognitive psy,industrial psy,intro to sociology,criminology,urban sociology,absence,sociology reviews,cs reviews,psy reviews
55,4282,Kim Reese,45,61,67,85,58,81,86,66,94,2,"Weekly readings are kinda interesting, but long. 3 reflection papers. 2 midterms. All worth 20%. Reflection papers heavily look at APA format, so make sure you know that. Midterms are very much reading-based so if you don't keep up with the readings, you will be screwed in the midterm. Lecture is vague and kinda boring, but engaging in discussion.",Really easy course. Especially if you have coded before. Assignments get a little harder at the end but both the midterm and finals were easy. The only thing I hated about this course was how annoying using Dr. Racket can be at times.,"Other than being a 3 hour lecture, it was very interesting and learned a lot. Most of it is memorizing and understanding each case."
56,4285,Veronica Franklin,86,22,71,98,38,85,80,57,88,9,Very easy. Makes you really examine some social problems from new perspectives but I did not find it useful. Very boring and going to lecture seemed to be optional.,People who like computer science will like this course.,interesting content and extremely relevant to real life
57,4287,Eric Price,58,21,46,94,32,82,84,89,90,8,"I hated this course! probably because of the new prof I dont know. Some of the topics were so dry and did not make sense, oh and the lecture slides.. nothing makes sense at all! the readings are unbelievably long and dry",great intro course for students with no background experience in CS and who don't plan on pursuing CS in the future. It can be prof dependent though.,Depends on who you have.
58,4288,Benjamin Frederick,50,56,66,77,59,89,79,61,85,8,"Not bad at all. There are weekly modules and no quizzes. However, there are weekly MOBIUS assignments and written assignments, and a total of 3 cumulative review submissions throughout the semester. Expect to work on topics such as inequalities, logarithms, probability theory, set theory, counting theory, and matrices. Those topics were new to me. Additionally, students must attend zoom sessions for participation marks (5%). As someone who struggled with math in high school, this course was a bit difficult but manageable. There is no final exam for the online course, but there is a final project worth 25%.",This course tests your logic,"Way more experiments needed to memorize than other PSYCH courses, less on actual concepts, experiments used to teach concepts."
59,4289,John Burke,53,77,43,75,61,93,81,81,93,2,"A Grade 10 / 11 algebra course. Not difficult at all, mostly just a refresher for students already familiar with algebra. If you are a beginner to algebra the content starts from the very beginning, so definitely a good course for students who didn't take maths in secondary school.","Entry-level cs course, no complicated stuff,easy assignments and midterms.",Social psych was one of the more interesting psych courses I took. It's an interesting look at lots of everyday phenomena.
60,4293,Debra Ramirez,94,39,68,71,34,95,68,52,84,6,"I took it online. Most of the time I didn’t even have to watch lecture videos, just scrolling through the slides was enough to do well in this class. The grade consists of 12 weekly assignments (your 2 worst marks are dropped), 2 midterms (they’re not timed, very similar to the weekly assignments) and final exam.",Easiest CS course this university has to offer. Basic math and you're good to go.,Skim the textbook! Otherwise pretty easy.
61,4298,Gregory Martinez,79,44,73,86,66,92,67,95,86,4,"If you have taken math in grade 12, this course is very easy. A good way to refresh your knowledge.",They teach Dr Racket in this course. No one ever uses Dr Racket. This is waste of time but can't skip it either.,tested mainly on experiments discussed in lecture and from the textbook - needed to know a lot of details. Only two midterms and a final (all were non cumulative)
62,4301,Melissa Kennedy,71,61,48,71,42,89,74,93,91,1,If you have any previous knowledge of the topics covered in the course (see course description) you will find the course incredibly boring and easy,For someone with no history in writing programs this was a very cool course. Lectures were difficult to pay attention to but I liked the overall skill set I came out of the course with. Also learned that coding can be very frustrating (you can easily get stuck at a road block for significant amounts of time) yet very rewarding (no better feeling than finally getting your program to run),Very easy if you stay caught up on readings and understand the lecture notes
63,4302,Collin Jones,72,57,60,78,34,94,77,61,84,9,This course sucked.,Good course for my first CS course.,"I had to take this course, I am not very interested in this subject, but it was an overall good course."
64,4309,Frederick Cruz,61,63,60,85,47,97,77,96,82,9,If in high school you took data management or even just 12U functions do not take this course. It is honestly not worth your time unless you're looking for an average booster as a student achieving an arts degree. You don't have to attend classes to understand what's going on and the textbook gives you most of the answers in the examples. If you've never heard of matrices before then that will be the only thing you struggle with.,"The course was relatively easy, but the midterm was setup poorly - the focus was not on core concepts but on the exactness of the stepping problems, which I don't think is useful at all.","Need to study well for it, it's not hard but not easy. I did enjoy the material, though."
65,4310,Anthony Stone,97,73,70,85,34,86,82,84,86,3,"Took in fall 2021, prof gave you textbook notes, all exams were open book. Got like a 90. Prof is super nice! only 3 assignments easy marks.",I had no programming experience before this class and it still wasn't too hard for the most part. A good elective. Some assignments were tricky but the exams were easy.,"The topics were interesting but the pace of this class was too fast for me. We had 3 midterms (she'd choose the best 2 marks out of the 3), a 5 page assignment and a cumulative final exam. Very overwhelming!"
66,4312,Dr. Karen Shea,51,68,37,72,36,90,68,75,81,7,Lots of theories and people to remember but very well explained. For tests you would have to study really hard and in depth beyond what was written. Discussion posts were based on textbook readings and specific theories so it makes you think a lot. The textbook info load was very heavy and remembering all the different theories and perspectives was hard too.,"Weekly assignments are not worth much, but are difficult. Weekly labs. 1 midterm, 1 final. Doing the labs will greatly help with the assignments. Asking questions to TAs and prof will help a lot.",Interesting material in general. Highly recommend to take it.
67,4318,Kevin Orozco,42,29,53,84,56,93,72,74,87,3,"Online courses were easy, not so demanding to get 80+",Pretty easy straight forward introductory CS course. People complain but scheme syntax but personally I don't mind prefix notation at all.,Almost all the concepts are things you can see in daily life. Helps give a new perspective when looking at things. Actual content is fairly easy.
68,4328,Michael Alvarado,74,62,64,82,16,90,74,53,84,8,"There are a lot of theories and concepts you need to know, and the tests will require you to actually have an understanding of them. It was difficult, but it gets you to think about life in a different way.","didn't like it, I was lucky I passed","Took online: Essay was worth less and bonus marks were easy to get but the quizzes were cheap and poorly designed, contained content not even in the lecture/text."
69,4331,Ryan Olson,56,70,81,93,30,81,90,94,85,3,"Do not skip readings since exams are very heavy on information from the readings. Exams are all multiple choice but many of them. Over all good course, a lot of information to take in quickly but readings help with that as well.","Awesome course, isn't too difficult like CS 135, but actually teaches you some good things. If you're looking for a not too difficult CS course, this is it right here. Make sure to leave a few hours aside to get through the assignments, they can be a bit tricky. Easy exams.",don't take it online
70,4341,William Ewing,85,51,50,86,19,94,83,66,94,9,"Straightforward course, the materials covered can be pretty dry though. Course consisted of a 35% midterm, group presentation worth 20%, and the cumulative final test worth 45%. Tests are basic material, majority of which is covered in textbook chapters so don't skimp out on the readings, especially since the final is cumulative.","Never taken anything even remotely related and this was super easy. Read the modules, take a couple hours each week to do assignments, easy enough midterm and final.",She asks specific questions on studies in the textbook so make sure you read it! We had to read a novel and critique it. Tests were difficult.
71,4352,Devon Nelson,81,53,47,77,52,88,88,83,82,2,"Read the text, know the concepts, easy if you read the text ahead and participate",Genuinely easy course...,A fun course! I loved the topics and it wasn't too much work.
72,4353,Anthony White,58,51,57,82,31,89,74,53,91,8,"Very interesting class, the final paper is long but the topics are so fascinating that it doesn't feel like work",easy course,Awesome course! Very easy course to do well in if you attend lectures.
73,4370,Tonya Conway DVM,92,48,68,78,30,99,79,52,92,1,"Trying not to be a downer but this course sounds so cool that it misleads you into thinking you'll actually like it. Fight the urge to take the class with the interesting description and solid title because you'll most likely regret it, especially when studying for the impossible multiple choice tests.","So Easy. Just follow the course notes. It literally tells you how to do everything you need to do. Assignments take some time, so leave a few hours aside for them. Otherwise this class is super easy.",Best class ever.
74,4372,Daniel Collins,73,51,50,74,30,84,84,61,91,8,It was not as interesting as I thought it would be.,Since I had prior programming experience this course seemed kind of useless. The language is good for teaching though.,More like a business class and not really a psych class
75,4376,Stephanie Gardner,86,77,76,83,60,92,72,74,84,4,Course would be good if it was taught by different prof,"A good introductory course into CS (IMO CS 100 doesn't count because it's about making an ancient website or something like that). A little difficult at first, but once you get into it, and get into the CS way of thinking it's pretty easy. It also gives you a better appreciation for the stuff programmers do, and allows you to understand their work better.",Very birdy course but may depend on the professor.
76,4377,Joshua Lloyd,44,49,79,77,37,82,72,81,86,8,Too many statistics and such... Course material wasn't too hard though and some of it was pretty interesting :),The programming language (Scheme/Dr.Racket) wasn't a very good program to use but the concepts behind it are the same I guess ...,"This was an interesting course. I recommend it, especially if you're minoring in HRM."
77,4385,Matthew Calhoun,69,34,69,88,66,92,85,98,83,1,"Noorin was AMAZING! Her teaching style is insane, so insane to the point I actually memorize everything I learned in this class. It's helped me tremendously in classes I have now as I always make connections back to this class. I actually love her, and even asked about her other classes because I wish she taught every class I take. She's great!","Go to the TA's for extra help(they offer free private sessions) and the class is not so bad, even for first time computer science students!",Didn't find the course material useful. It's an overlap of other psych courses and really boring.
78,4391,Justin Clark,88,42,41,94,16,90,67,95,85,2,I loved this course - my professor was so excited to teach the class and if you go to class you're guaranteed a high 80 and even in the 90's if you pace yourself correctly on the exams. This information is an amazing base for sociology courses. would recommend especially bc you don't need a textbook for this course .. you just have to go to every class!,"Interesting and easy, once you get the hang of it.","The course was pretty interesting. Although it is a 3 hour class, I did not find it hard to keep myself engaged in the material. I really enjoyed this course."
79,4395,Hannah Johnson,94,67,77,70,16,89,77,81,95,3,"Con: 8:30 am class and exam time; lots of information to memorize for exams Pro: Lots of information taught, not a terrible course",Easiest,Large lecture size makes it tough to pay attention. Workshops were forced and TAs were generally disinterested.
80,4396,Timothy Ortiz,59,78,62,80,17,91,82,52,88,4,"Amazing base course! R. Helmes-Hayes is kind of difficult but the class would be a lot easier if it wasn't at 8:30 on a Monday morning. It's a must know all the content type class but it very beneficial to learn all the schools of thought before proceeding on to another SOC course. If you want to get high marks, you really have to put in the work but don't be upset if you don't get the mark you feel you deserve, just be happy if you pass the course because it is not easy.",A starting course for CS noobs like me....XD,"The content was very interesting, if you keep up with the textbook readings and lectures you will be fine."
81,4397,Timothy Adams,46,25,35,99,36,85,86,84,91,8,"I have very mixed feelings about this class. Schram's personality is a 10/10, his care for students is a 10/10, his passion for the content is a 1000/10, but his teaching style is a 2/10. I cannot tell you one thing I have learned from this class because he provides no powerpoint and no overview of what is to be learnt. Rather, it appeared to be class discussions which were very hard to keep up with. However, Schram is such an inspiring and knowledgeable man. He gives amazing feedback and TRULY wants to see his students succeed. It is very easy to get a 90% in this class. Keep notes of things YOU actually understand and find interesting. They will come in very handy for the final essay, which by the way, is worth 50% of your final grade.","hard at first, will get use to it","I loved this course. If you have taken psych in high school, this is basically that class with some more information"
82,4402,Bethany Jones,71,67,37,80,77,90,80,97,91,9,Would not recommend taking this course with Carlie Leroux unless it's required. She was not very clear in her lectures and didn't explain concepts thoroughly. Difficult course.,"Even though Scheme was a very weird language, it was still an easy course overall, read the modules and you will do well.","Covers basic psychological theories & terms, basically a review of high school content. Both textbook and lecture content was tested, so there were a lot of readings, but concepts are relatively easy to grasp. It's not as easy as one would think a psych101 course is; be prepared to read and attend lectures, but provides a very solid foundation for other psych courses. Makes PSYCH253R a breeze afterwards since there's a lot of overlap in content. (taken in fall 2016)"
83,4405,Regina Griffin,70,46,78,79,60,90,72,85,88,1,"Much more clear, helpful, and interesting than classical theory. Easy mandatory course","A nice intro to coding, especially for those who probably won't take more in upper years; it's good to know the basics.","It's an introduction to Psychology, so it will be content heavy to introduce you to the major concepts, but once you get through this course, you will have the base knowledge you need that pretty much every Psychology course builds upon after this. If you do poorly in this course, it won't be completely detrimental, but you will need to catch up to speed quickly if you take more Psych courses beyond this."
84,4410,Mark Moreno,49,72,49,73,66,90,80,86,92,2,This course is absolutely so much fun and I genuinely enjoyed listening to the lectures and reading the textbook. Tests are also heavily based on textbooks but this should not be a dealbreaker as the textbook is very straightforward. Quizzes are extremely easy and the professor was amazing.,Work only in Scheme.,The textbook is really good. but the slides are garbage. Id only go to class to listen and understand the experiments. I expected more.
85,4413,Grant White,88,28,56,78,57,88,61,78,86,0,"The units of this course are actually fairly enjoyable. As the course is titled, ""Selected Topics"", the major point here is that you focus on 4 units in serious depth. I really liked this for a change, as you really grasp an understanding of the content you learn as it feels slow - but in a good way.","The course was not very hard. The language used was Scheme, which I did not like and found it to be very tedious. It is not as fun as other languages. The course however was good overall.",Interesting course! Informative and engaging!
86,4414,Eileen Phillips,49,42,71,96,24,91,87,62,92,9,"The topics within this course are too detailed. Desroches' research focuses on topics that are unnecessary to delve into for example, the tearoom trade.",Excellent survey course of AI techniques. Lectures did cover some of the mathematical and theoretical details but assignments and exams were mostly implementing/running algorithms covered in class.,"Buy the textbook- you'll need it. Course material was interesting and it gave a broad overview of many types of psychological theories, examples, etc. Would recommend."
87,4416,Jose Smith,68,46,62,82,45,92,77,66,85,9,"Midterms are very easy and come straight from the modules! books are completely unnecessary and you do not use them at all. The tearoom topic is completely unnecessary in this course and there are many more interesting topics that could have been chosen. The exam is really easy but unclear in terms of formatting, etc.","This course is very useful for learning about a broad range of topics in AI. Assignments mainly focus on more specific algorithmic applications in Bayesian networks and Bayesian learning, while lectures also contain some introduction theory to neural networks and gradient descent. If you are new to AI, and you're interested in learning the high-level parts of it, I highly recommend this course!","Boring as hell. Lectures were 3 hours a week. 1 group project with oral presentation worth 30%, 2 essays, one worth 5% another worth 10% Final and midterm were brutal. I barely studied and got an 80. Was just hard for me but class told you everything, no text required to pass."
88,4417,Christopher Moore,46,49,57,84,63,98,72,63,81,9,Thought I really enjoyed the class until I realized he is an extremely hard marker with ridiculous rules for the essay and exams that its impossible to do well. As an 80's student who passed the exam by 3% I would not recommend this class to anyone now. I fully regret taking it and if it wasnt so late in the semester I would have dropped it.,"Covers a broad range of topics all somewhat relating to AI. Topics are not really related to one another, which can be good if you fall behind, but also felt not super cohesive as a course.","This course gets you to actually think about social interactions and why we do the things we do in social interaction. The most relevant parts of the course are those of Altruism and Aggression, because they will really help you understand why you believe in your core values so strongly."
89,4426,Hannah Shaw,85,47,51,70,64,86,64,65,82,8,"Don't take this course with Rowland K Robinson, literally the worst instructor you will ever get, pushes everything to TA, has no clear instruction, doesn't tell you where marks was deducted, I have no idea how to improve on the next assignment. TA is really bad as well, feels like she doesn't even read your paper.","Alice is amazing, lecture quizzes give the motivation to stay on track and lectures are extremely easy to follow and learn from (she explains everything and provides optional deeper explanations). Quizzes are fair and challenging. Assignments and project take a long time but are rewarding. Piazza is super active and she posts weekly check-ups and concise information about current assignments/project deliverables/quizzes due. (Took online in Fall 2020)","I really enjoyed the class. Dr. Megan McCarthy had three noncumulative midterms, and a straightforward reflection paper. She also gave us the option to write any of the multiple-choice questions as short-answer in case we had trouble distinguishing between two multiple-choice options. Really interactive lectures, which was appreciated."
90,4428,Kristi York,69,73,76,78,40,84,73,74,90,1,"I took this course online with Dr. Rashmee Singh in Winter 2021. We had 3 discussion exercises worth 10% each, a take-home midterm worth 35%, and an applied term paper worth 35%. Dr. Singh uploaded video recordings + powerpoint slides of the lectures every week and we had assigned readings every week. Overall, I really enjoyed this course. The course content was interesting throughout. My only complaint is that the marking for the midterm and paper was quite hard and strict. I wish we were given rubrics beforehand so we knew exactly what was being expected of us.","Good course, lots of breadth in AI, not much depth. Assignments take a long time, project is also time-consuming.",Very interesting class. Some can be repetitive from psych 101 but still good information to know.
91,4431,Adam Anderson,87,43,45,94,52,88,85,90,86,3,"Do your readings, take this course after you completed PSYCH 391/advanced data analysis, it will be a lot easier",Can get very busy at times but provides a fairly good overview of AI systems.,"Some overlap regarding PSYCH101R material. Course consisted of 3 non cumulative tests, a reflection paper, and SONA Research experience. Textbook material is important as is makes up majority of tests."
92,4432,Holly Brooks,52,21,67,77,24,91,84,60,93,9,Very good class! Do well in the class reflection paper and the two midterms!,"Easily the best, most well-written course I've taken at university.","If you are looking for a psych course, this isn't where to go. A lot of the content was philosophy, linguistics, with a sprinkle of neuroscience. Also the readings are really difficult to digest. 10/10 would not recommend. If this course is required for you, may the force be with you."
93,4434,Dana Carroll,97,47,75,72,30,87,77,84,87,2,Engaging interesting and supportive professors and TAs. Many different ways to be successful in this class and the content was super interesting and developed more simple concepts learned in 1st/2nd year into much more complex ideas.,Assignments are simple but require a lot of time.,Don't take this course if you were hoping for psychology or neuroscience.. it's all philosophy. Took it online and the profs are such hard markers and don't give any feedback on assignments. Readings are difficult to understand unless maybe you are a philosophy major. Exam was 9-15 written pages essay format with no indication on what it could possibly be on .
94,4436,Christina Brooks,46,77,79,70,17,94,84,78,87,1,"Would recommend for anyone who is interested in sociology/needs to take an elective. Can survive the course without the textbook, just really focus on the key concepts and terms outlined in class.","Hardest fucking course ever, rating is more like 10%, don't take.","The professors felt detached and difficult to approach. Be careful about outside sources, because this class only wants you to use the material they provide for your essays. Needless to say, just being able to pass will be plenty good, it can be difficult if you don't keep up with the readings."
95,4443,Shannon Estrada,65,68,39,74,33,87,83,77,91,7,"This had the potential to be a really interesting course, but unfortunately Prof. Nelson doesn't present the information in a compelling way. She's a kind person, but she focuses on insignificant statistics rather than actual relevant concepts.","Covers a lot of topics in AI, enough to get a good overall sense of the subject, but with so much covered, depth is lacking a bit.","An interesting course. The material touches upon computer science concepts, so it would be helpful to have some background CS knowledge. The workload is relatively light with two essays, a midterm and a final."
96,4463,Cassie Lawson,72,77,47,78,52,86,84,67,84,1,Somewhat interesting content. Too theoretical to be applicable.,"This course gave an overview of AI and ML. I took with Pascal, and his assignments were mostly programming questions and were super fun. His midterm and final exams are not bad, if you study the slides well. Since it's a 4th year course, you are expected to learn new things quickly e.g Python and ML libraries (they will not be covered in lectures). You will have about 2 weeks for each assignment, so it should be fine.","Useful in the sense that you learn about how neuroscience and computer science can converge, but you will gain more out of this class after taking upper year psych/neuro or CS classes. The readings can be a little tricky if it involves content outside of your field - it's very abstract. You can access the books when you search online via the UW library website (make sure you're logged in) so there's no need to buy it."
97,4478,Alicia Wood,66,32,43,89,61,99,67,79,85,3,"I found the course to cover the basic information and theories discussed in the textbook. I do believe it would have been more beneficial if we were able to discuss theories more in-depth, to gain a better grasp of the material, but there was so much information to cover that there wasn't enough allotted time for class discussion. The course was pretty cut and dry: theories and real-life examples of such. The topics were interesting but what added to the interest of the topic was an engaging professor.","Very high-level overview, you don't really learn any details though, so it's not super useful...","Introduces various topics of cognitive science (with a strong emphasis on philosophy, I felt). Tests and one essay. No final. About 20 questions covering two books are given before the tests. Personally did not enjoy the course material, though those interested may like this course."
98,4490,Douglas Faulkner,79,45,45,77,71,93,73,83,84,1,"The content was generally pretty interesting and I think it would be even better if you're into sports. Midterms were really easy and some of them were the questions given to you in in-class assignments or just straight from the slides. Although I did not know anything about sports beforehand, it was still an interesting class!","The topics were interesting but I think they were very outdated. Large portion of the course was spent on traditional AI techniques such as A* search algorithm, constraint satisfaction, and rational reasoning, which aren't very useful. There was little focus on machine learning. The assignments were also not very useful, but they could depend on the the term. It does give an overview of AI so it's worth taking",Take it. Read the articles. Reference all those articles in your different essays. It's a great online course that's not too heavy.
99,4493,Charles Hicks,41,61,56,80,57,92,89,78,84,1,"I enjoyed this course very much. Teaches you all about the aging population and what factors affect their lives. The course was comprised of eight weekly quizzes based off the material in the textbook, one midterm, one research report and a final. Not too difficult of a course however I wouldn't consider it a bird. Just go to class, pay attention, read the textbook and you will do fine.","AI is more of an umbrella term for a large number of problem solving and machine learning methodologies such as A* search and neural networks. Unfortunately, this course only touches the surface of most of those topics. On the bright side, the final was rather easy.","not a good course to take online; also content is very much philosophically grounded. if you're looking for a technical intro to fields related to cognitive science, this is unfortunately not where to find that"
